iter	Logloss
305	0.3466995276
306	0.3465621621
307	0.3464595447
308	0.3463272108
309	0.3462282964
310	0.3461259087
311	0.3459906784
312	0.3458968389
313	0.3457294293
314	0.3455513788
315	0.3453712637
316	0.3452377757
317	0.3450914412
318	0.3449393719
319	0.3447760051
320	0.3446645207
321	0.3445157118
322	0.3443866495
323	0.3442778607
324	0.3441524547
325	0.3439938309
326	0.3438267948
327	0.3436684999
328	0.3435161644
329	0.3434252667
330	0.3432851748
331	0.3431892581
332	0.343047737
333	0.342908335
334	0.3427544568
335	0.3426192017
336	0.3424453921
337	0.3423765301
338	0.3422138082
339	0.3420710556
340	0.3419483992
341	0.3418283115
342	0.3416925141
343	0.3415745533
344	0.3414902997
345	0.3413319492
346	0.3412207045
347	0.341066002
348	0.3409188072
349	0.3407675101
350	0.3405165607
351	0.3403767478
352	0.3402483668
353	0.3400973763
354	0.3399740268
355	0.3398544595
356	0.3397473645
357	0.3395797978
358	0.339436549
359	0.3393210021
360	0.3391752965
361	0.3391010648
362	0.3389888188
363	0.3388457718
364	0.3387111296
365	0.3385971974
366	0.338467212
367	0.33832569
368	0.3381932624
369	0.338092282
370	0.3379694284
371	0.3378463456
372	0.3377290008
373	0.3376375654
374	0.3374978286
375	0.3373717609
376	0.3372224826
377	0.337101439
378	0.3369486122
379	0.3368540757
380	0.3367540361
381	0.3366832835
382	0.3365628352
383	0.3364470107
384	0.3363589462
385	0.3362244766
386	0.3361220402
387	0.3359854402
388	0.3358493046
389	0.3357264527
390	0.3355838381
391	0.3354635484
392	0.3352861222
393	0.3351591989
394	0.3350501078
395	0.3349335579
396	0.3348137111
397	0.3347267478
398	0.3345742855
399	0.3344665051
400	0.3343482761
401	0.3342200203
402	0.3341511984
403	0.3340573098
404	0.3339225981
405	0.3337882318
406	0.3336776033
407	0.3335108011
408	0.3334069478
409	0.3332882092
410	0.3331924202
411	0.333083303
412	0.3329670739
413	0.3328734596
414	0.3327530681
415	0.3326773868
416	0.3325941329
417	0.3324506133
418	0.3323055474
419	0.3321753236
420	0.3320192977
421	0.3319132575
422	0.3318362214
423	0.3317201004
424	0.3316016436
425	0.3315191288
426	0.3313920996
427	0.3312941588
428	0.3311718131
429	0.33106715
430	0.3309920049
431	0.3308888245
432	0.3307894404
433	0.3305589236
434	0.3304496312
435	0.3303514666
436	0.3302374244
437	0.3301199284
438	0.3300070579
439	0.3299109187
440	0.329835937
441	0.3297124257
442	0.329632338
443	0.3295539057
444	0.3294558919
445	0.3293686671
446	0.3292697549
447	0.3291293018
448	0.32905043
449	0.3289591973
450	0.3288779728
451	0.3287715186
452	0.328637929
453	0.3285345829
454	0.3284068792
455	0.3282981119
456	0.3281527213
457	0.3280309123
458	0.3279249967
459	0.327831819
460	0.3277574252
461	0.3276906795
462	0.327555914
463	0.327454487
464	0.327359179
465	0.3272700069
466	0.3271668063
467	0.32707974
468	0.3269719386
469	0.3268603257
470	0.3268016729
471	0.3267066454
472	0.3266051554
473	0.3265136664
474	0.3264009987
475	0.3263056545
476	0.3261926822
477	0.3261119718
478	0.3260002938
479	0.3258957689
480	0.3257427072
481	0.3256382581
482	0.3255550674
483	0.3254643684
484	0.3253481315
485	0.3252307225
486	0.3251432227
487	0.3250415425
488	0.3249265587
489	0.3247754544
490	0.3246932533
491	0.3246095592
492	0.3245154173
493	0.3244285635
494	0.3243128389
495	0.3242316758
496	0.3241479724
497	0.3240462071
498	0.3239384954
499	0.3238703015
500	0.3237292244
501	0.3236008439
502	0.3234844859
503	0.3234181464
504	0.3232935656
505	0.323169779
506	0.3230777289
507	0.3229403496
508	0.3228647218
509	0.3227598356
510	0.3226212358
511	0.3225068964
512	0.3224318458
513	0.3223366469
514	0.3222141918
515	0.3221057052
516	0.3219887672
517	0.3218869215
518	0.3217328558
519	0.3216720171
520	0.3216181171
521	0.3214930096
522	0.3213648299
523	0.3212377825
524	0.3211680317
525	0.3210348518
526	0.3209485482
527	0.3207679161
528	0.3207074757
529	0.3205726354
530	0.3204950063
531	0.3203885888
532	0.3202932226
533	0.3201872908
534	0.320094918
535	0.3200239329
536	0.3199375043
537	0.3198176671
538	0.319732109
539	0.319626884
540	0.3195345446
541	0.3194198949
542	0.3192967222
543	0.3191990763
544	0.3191067309
545	0.3190284832
546	0.3189457532
547	0.3188541357
548	0.318769294
549	0.3186172305
550	0.3185437915
551	0.3184224621
552	0.3183315931
553	0.3182699502
554	0.318173334
555	0.3180942388
556	0.317937391
557	0.3178386085
558	0.3177179014
559	0.3176465822
560	0.317518648
561	0.3174598027
562	0.3173538544
563	0.317276579
564	0.317180198
565	0.3170765909
566	0.3169951442
567	0.3168737686
568	0.3167815101
569	0.3166563407
570	0.3165344971
571	0.3164300474
572	0.316321134
573	0.3162257258
574	0.3161482484
575	0.3160769385
576	0.3159622057
577	0.3158151693
578	0.3157254611
579	0.3156542388
580	0.3155559458
581	0.3154439146
582	0.3153559836
583	0.3152705646
584	0.3151594404
585	0.3150992275
586	0.3149900972
587	0.3148736411
588	0.3147692118
589	0.3146865039
590	0.3145973277
591	0.3145055095
592	0.3143890947
593	0.3142866951
594	0.3141776624
595	0.3140950405
596	0.3140259842
597	0.3139559921
598	0.3138606795
599	0.3137310904
600	0.3135798586
601	0.3134444965
602	0.313353265
603	0.313233454
604	0.3131331979
605	0.313003742
606	0.3129322816
607	0.3128342471
608	0.3127237433
609	0.312645715
610	0.3125672178
611	0.3124990952
612	0.3124409209
613	0.3123740231
614	0.3122631848
615	0.3121561336
616	0.3120662043
617	0.3119562954
618	0.3118643514
619	0.3117783701
620	0.3117015861
621	0.3116052005
622	0.311526098
623	0.3114325108
624	0.3113571823
625	0.3112641758
626	0.3111634801
627	0.3110771332
628	0.3110279022
629	0.3109493112
630	0.3108651723
631	0.3107728357
632	0.310690813
633	0.3106434238
634	0.310542661
635	0.3104479439
636	0.3103364179
637	0.3102675544
638	0.3101718628
639	0.3100856652
640	0.31001937
641	0.3099416207
642	0.309829641
643	0.3096937035
644	0.3096042777
645	0.3095225079
646	0.3094507512
647	0.3093475337
648	0.3092718283
649	0.3091948579
650	0.309105049
651	0.3089818309
652	0.3088794972
653	0.3087929428
654	0.3087254345
655	0.3086563779
656	0.3085699342
657	0.3084683216
658	0.3084019561
659	0.3082610251
660	0.3081653578
661	0.3080636769
662	0.3079797795
663	0.3079166151
664	0.3078237006
665	0.307708323
666	0.3076298276
667	0.3075818449
668	0.3075213062
669	0.3074305215
670	0.3073385744
671	0.307262343
672	0.3071728119
673	0.3070529127
674	0.3069866996
675	0.3068997734
676	0.3068475999
677	0.3067476873
678	0.3066398794
679	0.3065703594
680	0.3065085958
681	0.3063792594
682	0.3062669807
683	0.3061876358
684	0.3061000242
685	0.3060238216
686	0.3059535529
687	0.305836264
688	0.3057512101
689	0.3056217349
690	0.3055508401
691	0.3054685919
692	0.3053945024
693	0.3053212151
694	0.3052448738
695	0.3051291871
696	0.3050696032
697	0.3050082103
698	0.3049261285
699	0.304840879
700	0.3047820015
701	0.3046895943
702	0.3045919342
703	0.304492708
704	0.3044185364
705	0.3042870708
706	0.3042167248
707	0.3041063622
708	0.3040296054
709	0.3039306165
710	0.3038798708
711	0.3038055543
712	0.3037290735
713	0.3036450715
714	0.3035800994
715	0.3035144904
716	0.3034591731
717	0.3033856837
718	0.3033167841
719	0.3032153185
720	0.3031455802
721	0.3030555019
722	0.3029633681
723	0.3028688233
724	0.3027812654
725	0.3027305818
726	0.3026592669
727	0.3025878508
728	0.3025049319
729	0.3024366054
730	0.3023121457
731	0.3022124961
732	0.3021208933
733	0.302032476
734	0.3019582598
735	0.3018581151
736	0.3017973684
737	0.301676196
738	0.3016130059
739	0.3015234218
740	0.3014626213
741	0.3013349977
742	0.3012534302
743	0.3011760537
744	0.3010913159
745	0.3010098055
746	0.3009089427
747	0.3008366028
748	0.3007396214
749	0.3006526538
750	0.3005452663
751	0.300429191
752	0.3003238887
753	0.3002668491
754	0.3001878561
755	0.3001073369
756	0.3000383208
757	0.2999702383
758	0.2998980962
759	0.2998151698
760	0.2997382355
761	0.2996334109
762	0.2995798109
763	0.2994739266
764	0.2993672739
765	0.2992600828
766	0.2991682746
767	0.2990989392
768	0.2990325296
769	0.2989575458
770	0.2988706407
771	0.2988093658
772	0.2987092162
773	0.2986232689
774	0.2985190916
775	0.298448768
776	0.2983763561
777	0.2982997076
778	0.2982347236
779	0.2981626914
780	0.2980492048
781	0.2979507065
782	0.2978830562
783	0.2977813608
784	0.2977139979
785	0.2976358915
786	0.297525371
787	0.2974521816
788	0.2973857665
789	0.2972821172
790	0.2971718931
791	0.297073394
792	0.2970050064
793	0.2969229833
794	0.2968631499
795	0.2967753505
796	0.2967038287
797	0.2966450658
798	0.2965609706
799	0.2965037901
800	0.2964029059
801	0.2963311107
802	0.2962502835
803	0.2961804322
804	0.2961149051
805	0.2960204437
806	0.295960313
807	0.2958773694
808	0.2958120591
809	0.295728638
810	0.2956412122
811	0.2955837313
812	0.2955074002
813	0.295421995
814	0.2953265365
815	0.2952633584
816	0.2952091378
817	0.2951475806
818	0.2950779381
819	0.2950015168
820	0.2948959092
821	0.294789277
822	0.2946833854
823	0.2946040908
824	0.2944959437
825	0.2944266143
826	0.2943653309
827	0.2942784418
828	0.2942068306
829	0.2941382649
830	0.2940764892
831	0.2939977792
832	0.2938972193
833	0.2938187498
834	0.2937587399
835	0.2936723312
836	0.2936160688
837	0.2935661603
838	0.2934936832
839	0.2934243579
840	0.2933360616
841	0.2932002955
842	0.293139838
843	0.2930593932
844	0.2929781295
845	0.2929054558
846	0.2928260893
847	0.2927351993
848	0.2926536345
849	0.2925927156
850	0.2925101871
851	0.2924253807
852	0.2923254404
853	0.2922751465
854	0.2922204734
855	0.2921355391
856	0.2920585263
857	0.2919858814
858	0.2919177499
859	0.2918510201
860	0.2917813173
861	0.2916829395
862	0.291594065
863	0.291498045
864	0.2914022674
865	0.2913237935
866	0.2912293666
867	0.2911625393
868	0.2910709574
869	0.2909987096
870	0.2909190151
871	0.2908136055
872	0.2907618263
873	0.2906982476
874	0.2906284133
875	0.290559366
876	0.2904511062
877	0.2903621888
878	0.2902927491
879	0.2902181612
880	0.2901156399
881	0.2900510355
882	0.2899636201
883	0.2899086446
884	0.2898266375
885	0.2897348054
886	0.2896519585
887	0.2895656283
888	0.2895004263
889	0.2894325575
890	0.2893513694
891	0.2892879007
892	0.2892056958
893	0.2891431902
894	0.2890643834
895	0.288965689
896	0.2888889957
897	0.2888230933
898	0.2887587101
899	0.2886856459
900	0.2885917527
901	0.2885261911
902	0.2884677479
903	0.2884063551
904	0.2883417319
905	0.2882919337
906	0.288221841
907	0.2881044804
908	0.2880381875
909	0.2879574036
910	0.2878820389
911	0.2877961501
912	0.2877081173
913	0.2876220584
914	0.287544796
915	0.2874380981
916	0.2873897178
917	0.2873304652
918	0.287263125
919	0.2871688442
920	0.2870973827
921	0.2870231618
922	0.2869428213
923	0.2868246589
924	0.2867582585
925	0.2866589662
926	0.2865668495
927	0.2865103459
928	0.2864465226
929	0.2863581507
930	0.2862935074
931	0.2862106452
932	0.2861119935
933	0.2860523377
934	0.2859509425
935	0.2858763371
936	0.2858185533
937	0.2857506222
938	0.2856656945
939	0.2856176018
940	0.28554358
941	0.2854939438
942	0.2854387593
943	0.28535876
944	0.2852998589
945	0.2852390425
946	0.2851546664
947	0.2850898423
948	0.2850227933
949	0.2849390442
950	0.2848840678
951	0.2847772434
952	0.2847183766
953	0.2846689968
954	0.284585383
955	0.2845157749
956	0.2844019363
957	0.2843535349
958	0.2842842384
959	0.284246069
960	0.2841641866
961	0.2841013045
962	0.2840341973
963	0.2839796611
964	0.2839210346
965	0.2838695125
966	0.283793774
967	0.2837472483
968	0.2836965491
969	0.2836294641
970	0.2835377856
971	0.283471119
972	0.2833937687
973	0.2833499876
974	0.2832748867
975	0.2832193187
976	0.2831337033
977	0.2830577075
978	0.2829823856
979	0.2829155454
980	0.2828766066
981	0.2828235611
982	0.282766283
983	0.2826933773
984	0.2826439897
985	0.2825484323
986	0.2824704275
987	0.2824083349
988	0.2823256058
989	0.282271247
990	0.2821887741
991	0.282114673
992	0.2820400829
993	0.2819276349
994	0.2818604783
995	0.2817980637
996	0.2817261019
997	0.2816454409
998	0.2815858754
999	0.2815353421
